,Molecule ChEMBL ID,Canomial_smiles,pChEMBL Value
846,CHEMBL511191,CCCCCn1c(=O)c(C(=O)O)c(O)c2cc(Cc3ccc(F)cc3)ccc21,5.3
847,CHEMBL464214,COc1ccc2c(c1)c(O)c(C(=O)O)c(=O)n2C,0.0
848,CHEMBL50605,O=C(O)C(=O)CC(=O)c1cccn1Cc1ccc(F)cc1,6.27
849,CHEMBL2180586,CS(=O)(=O)NCCCCCCN(c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12)S(C)(=O)=O,6.16
850,CHEMBL2180585,CS(=O)(=O)NCCCN(c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12)S(C)(=O)=O,6.16
851,CHEMBL564630,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1cccc(F)c1,6.52
852,CHEMBL539708,O=C1c2c(ccc(O)c2O)CN1Cc1cccc(F)c1F,6.16
853,CHEMBL549966,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1cccc(Cl)c1,6.4
854,CHEMBL563552,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1cc(F)c(F)cc1F,6.3
855,CHEMBL551568,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1cc(Cl)ccc1F,6.51
856,CHEMBL3233021,O=C(O)/C(O)=C/C(=O)c1cn(Cc2ccc(C(F)(F)F)cc2)c2ccc(Cl)cc12,6.58
857,CHEMBL556473,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1cccc(Cl)c1F,5.7
858,CHEMBL553173,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1ccc(F)c(F)c1F,6.1
859,CHEMBL550838,O=C1c2c(ccc(O)c2O)CN1Cc1cc(Cl)ccc1F,5.92
860,CHEMBL554974,O=C1c2c(ccc(O)c2O)CN1Cc1ccccc1F,4.6
861,CHEMBL549886,O=C1c2c(ccc(O)c2O)CN1Cc1cccc(Cl)c1F,5.7
862,CHEMBL561848,O=C1c2c(ccc(O)c2O)CN1Cc1c(F)cccc1Cl,4.75
863,CHEMBL572338,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1cccc(I)c1,6.0
864,CHEMBL559852,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1cccc(F)c1F,6.7
865,CHEMBL550574,Cc1cc(CN2C(=O)c3ccc(O)c(O)c3C2=O)ccc1F,6.1
866,CHEMBL560218,O=C1c2c(ccc(O)c2O)CN1Cc1c(F)cccc1F,4.7
867,CHEMBL562442,O=C1c2c(ccc(O)c2O)CN1Cc1c(F)c(F)c(F)c(F)c1F,5.1
868,CHEMBL550978,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1c(F)ccc(F)c1Cl,5.4
869,CHEMBL540719,O=C1c2c(ccc(O)c2O)CN1Cc1cccc(Cl)c1,5.4
870,CHEMBL563507,O=C1c2c(ccc(O)c2O)CN1Cc1ccc(F)c(F)c1,6.05
871,CHEMBL564499,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1ccc(F)cc1Cl,5.89
872,CHEMBL562366,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1ccc(F)c(F)c1,7.0
873,CHEMBL551559,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1cc(F)cc(F)c1,6.4
874,CHEMBL552566,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1ccc(F)cc1F,6.52
875,CHEMBL551560,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1c(F)cccc1F,5.7
876,CHEMBL564594,O=C1c2c(ccc(O)c2O)CN1Cc1cccc(Br)c1,5.52
877,CHEMBL569376,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1ccc(Cl)c(F)c1,6.05
878,CHEMBL560706,O=C1c2c(ccc(O)c2O)CN1Cc1cccc(I)c1,5.4
879,CHEMBL561709,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1ccccc1F,5.7
880,CHEMBL564147,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1cc(F)ccc1F,6.64
881,CHEMBL557898,O=C1c2c(ccc(O)c2O)CN1Cc1ccc(F)c(Br)c1,6.0
882,CHEMBL561646,O=C1c2c(ccc(O)c2O)CN1Cc1ccc(F)cc1Cl,5.6
883,CHEMBL561565,O=C1c2c(ccc(O)c2O)CN1Cc1cc(F)ccc1F,4.57
884,CHEMBL561164,O=C1c2c(ccc(O)c2O)CN1Cc1cccc(F)c1,4.68
885,CHEMBL563256,O=C1c2c(ccc(O)c2O)CN1Cc1cc(F)cc(F)c1,6.52
886,CHEMBL540720,O=C1c2c(ccc(O)c2O)CN1Cc1ccc(Cl)c(F)c1,5.22
887,CHEMBL569135,O=C1c2c(ccc(O)c2O)CN1Cc1ccc(F)c(F)c1F,5.57
888,CHEMBL565197,O=C1c2c(ccc(O)c2O)CN1Cc1c(F)ccc(F)c1F,4.6
889,CHEMBL560644,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1cc(Cl)c(F)cc1F,6.4
890,CHEMBL572334,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1cc(F)c(F)c(F)c1,6.22
891,CHEMBL560202,O=C1c2c(ccc(O)c2O)CN1Cc1ccc(F)cc1F,6.3
892,CHEMBL561770,Cc1cc(CN2Cc3ccc(O)c(O)c3C2=O)ccc1F,6.05
893,CHEMBL569375,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1cccc(Br)c1,6.4
894,CHEMBL560769,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1c(F)c(F)c(F)c(F)c1F,5.89
895,CHEMBL550086,O=C1c2c(ccc(O)c2O)CN1Cc1cc(F)c(F)cc1F,5.43
896,CHEMBL550776,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1ccc(Cl)c(Cl)c1,6.92
897,CHEMBL562110,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1c(F)cccc1Cl,5.46
898,CHEMBL563783,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1ccc(F)c(Br)c1,6.05
899,CHEMBL550494,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1ccccc1,6.4
900,CHEMBL569371,O=C1c2c(ccc(O)c2O)CN1Cc1c(F)ccc(F)c1Cl,5.05
901,CHEMBL555979,O=C1c2c(ccc(O)c2O)CN1Cc1cc(Cl)c(F)cc1F,5.36
902,CHEMBL557899,O=C1c2c(ccc(O)c2O)CN1Cc1ccc(Cl)c(Cl)c1,7.0
903,CHEMBL561849,O=C1c2c(ccc(O)c2O)CN1Cc1cc(F)c(F)c(F)c1,5.4
904,CHEMBL549415,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1c(F)ccc(F)c1F,5.75
905,CHEMBL383505,CCOC(=O)C(=O)/C=C(\O)c1ccc2ncc(/C(O)=C/C(=O)C(=O)OCC)c(O)c2c1,4.41
906,CHEMBL377501,O=C(O)C(=O)/C=C(\O)c1ccc2c(c1)c(=O)c(/C(O)=C/C(=O)C(=O)O)cn2Cc1ccc(F)cc1,7.77
907,CHEMBL378373,O=C(O)C(=O)/C=C(\O)c1ccc2ncc(/C(O)=C/C(=O)C(=O)O)c(O)c2c1,5.54
908,CHEMBL2180599,O=C(NCc1ccc(F)cc1)c1nc(Br)c2cccnc2c1O,6.3
909,CHEMBL2180587,O=CNCCCCCCNc1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12,6.7
910,CHEMBL2180589,O=C(NCc1ccc(F)cc1)c1nc(NCCO)c2cccnc2c1O,6.52
911,CHEMBL2180591,C[C@H](CO)Nc1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12,6.7
912,CHEMBL261703,O=C(/C=C/c1cc(O)c(O)cc1[N+](=O)[O-])O[C@H](Cc1cc(O)c(O)cc1[N+](=O)[O-])C(=O)O,7.16
913,CHEMBL2180588,O=C(NCc1ccc(F)cc1)c1nc(NCCc2c[nH]c3ccccc23)c2cccnc2c1O,6.0
914,CHEMBL2180590,C[C@@H](CO)Nc1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12,6.52
915,CHEMBL2180593,O=C(NCc1ccc(F)cc1)c1nc(Br)c2cccnc2c1NCCO,4.16
916,CHEMBL2180600,CS(=O)(=O)Oc1c(C(=O)NCc2ccc(F)cc2)nc(Br)c2cccnc12,4.89
917,CHEMBL4537227,Cc1cc(-c2ccc(C(=O)c3cc(=O)n(O)c(=O)[nH]3)cc2)ccc1F,5.37
918,CHEMBL4526907,O=C(c1ccc(F)cc1)c1cc(=O)n(O)c(=O)[nH]1,5.4
919,CHEMBL1914559,Nc1ccc(Cn2c(=O)c(C(=O)NCc3ccc(F)cc3)c(O)c3ncc(Cc4ccccc4)cc32)cc1,7.55
920,CHEMBL1914561,O=C(NCc1ccc(F)cc1)c1c(O)c2ncc(Cc3ccccc3)cc2n(CCN2CCCC2=O)c1=O,7.5
921,CHEMBL4451536,O=C(c1cccc(-c2ccccc2)c1)c1cc(=O)n(O)c(=O)[nH]1,5.15
922,CHEMBL4543258,O=C(c1ccc(C(F)(F)F)cc1)c1cc(=O)n(O)c(=O)[nH]1,5.68
923,CHEMBL1914560,CS(=O)(=O)c1ccc(Cn2c(=O)c(C(=O)NCc3ccc(F)cc3)c(O)c3ncc(Cc4ccccc4)cc32)cc1,7.55
924,CHEMBL1914562,O=C(NCc1ccc(F)cc1)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2n(CCN2CCCC2=O)c1=O,7.85
925,CHEMBL1914564,O=C(NCc1ccc(F)cc1)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2n(CC(=O)N2CCOCC2)c1=O,8.1
926,CHEMBL4436114,O=C(c1ccc(-c2ccc(F)cc2)cc1)c1cc(=O)n(O)c(=O)[nH]1,5.17
927,CHEMBL1914563,O=C(NCc1ccc(F)cc1)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2n(CC(=O)N2CCCCC2)c1=O,7.72
928,CHEMBL1914460,CN(C)C(=O)Cn1c(=O)c(C(=O)NCc2ccc(F)cc2)c(O)c2ncc(Cc3ccc(F)cc3)cc21,8.4
929,CHEMBL4541401,N#Cc1ccc(-c2ccc(C(=O)c3cc(=O)n(O)c(=O)[nH]3)cc2)cc1,6.28
930,CHEMBL4574161,COc1ccc(-c2ccc(C(=O)c3cc(=O)n(O)c(=O)[nH]3)cc2)cc1OC,6.48
931,CHEMBL4585102,Cc1ccc(C(=O)c2cc(=O)n(O)c(=O)[nH]2)cc1,5.14
932,CHEMBL4452722,O=C(c1ccc(-c2ccccc2)cc1)c1cc(=O)n(O)c(=O)[nH]1,5.6
933,CHEMBL4559115,O=C(c1ccc(-c2ccc(Cl)c(F)c2)cc1)c1cc(=O)n(O)c(=O)[nH]1,6.43
934,CHEMBL4440369,Cc1cc(C)cc(-c2ccc(C(=O)c3cc(=O)n(O)c(=O)[nH]3)cc2)c1,5.46
935,CHEMBL4446400,COC(=O)c1ccc(-c2ccc(C(=O)c3cc(=O)n(O)c(=O)[nH]3)cc2)cc1,5.17
936,CHEMBL4475543,Cc1cc(C)cc(C(=O)c2cc(=O)n(O)c(=O)[nH]2)c1,5.31
937,CHEMBL4458156,COC(=O)c1ccc(C(=O)c2cc(=O)n(O)c(=O)[nH]2)cc1,4.89
938,CHEMBL4453588,Cc1ccc(-c2ccc(C(=O)c3cc(=O)n(O)c(=O)[nH]3)cc2)cc1,5.0
939,CHEMBL3805756,CCCCCCCCCNC(=O)C1C(=O)N(O)C(=O)c2ccccc21,5.18
940,CHEMBL3805115,O=C(NC1CCCCC1)C1C(=O)N(O)C(=O)c2ccccc21,5.47
941,CHEMBL3805298,CCCCCCCCNC(=O)C1C(=O)N(O)C(=O)c2ccccc21,5.04
942,CHEMBL3805993,CCCCCCNC(=O)C1C(=O)N(O)C(=O)c2ccccc21,6.71
943,CHEMBL3805355,CCCNC(=O)C1C(=O)N(O)C(=O)c2ccccc21,5.7
944,CHEMBL3805358,O=C(NC1CC1)C1C(=O)N(O)C(=O)c2ccccc21,5.4
945,CHEMBL3805349,CCCCCNC(=O)C1C(=O)N(O)C(=O)c2ccccc21,6.28
946,CHEMBL3804900,CC(C)NC(=O)C1C(=O)N(O)C(=O)c2ccccc21,5.3
947,CHEMBL3805999,O=C(NC1CCCC1)C1C(=O)N(O)C(=O)c2ccccc21,5.44
948,CHEMBL3805930,CCCCNC(=O)C1C(=O)N(O)C(=O)c2ccccc21,6.32
949,CHEMBL3806031,CCCCN(C)C(=O)C1C(=O)N(O)C(=O)c2ccccc21,5.06
950,CHEMBL3805505,CCCCCCCNC(=O)C1C(=O)N(O)C(=O)c2ccccc21,5.98
951,CHEMBL3805166,CC(C)(C)NC(=O)C1C(=O)N(O)C(=O)c2ccccc21,5.35
952,CHEMBL3805797,CCN(CC)C(=O)C1C(=O)N(O)C(=O)c2ccccc21,0.0
953,CHEMBL3806113,O=C(C1C(=O)N(O)C(=O)c2ccccc21)N1CCCCC1,5.04
954,CHEMBL260778,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1cc(O)c(O)cc1[N+](=O)[O-])C(=O)O,5.43
955,CHEMBL496412,O=C1NC(=S)NC(=O)C1=Cc1ccc(-c2ccc(C(=O)O)c(O)c2)o1,4.16
956,CHEMBL498635,O=C1NC(=S)S/C1=C\c1ccc(-c2ccc(C(=O)O)c(O)c2)o1,4.01
957,CHEMBL525175,O=C1NC(=S)S/C1=C\c1ccc(-c2cc(C(=O)O)cc(O)c2O)o1,0.0
958,CHEMBL2171665,COCCNC(=O)c1[nH]cc(C(=O)NCc2ccc(F)cc2)c(=O)c1O,6.89
959,CHEMBL2171667,NC(=O)c1[nH]cc(C(=O)NCc2ccc(F)cc2)c(=O)c1O,6.42
960,CHEMBL2171666,O=C(NCCO)c1[nH]cc(C(=O)NCc2ccc(F)cc2)c(=O)c1O,6.52
961,CHEMBL2171669,CN(C)C(=O)c1[nH]cc(C(=O)NCc2ccc(F)cc2)c(=O)c1O,6.27
962,CHEMBL2171668,CNC(=O)c1[nH]cc(C(=O)NCc2ccc(F)cc2)c(=O)c1O,5.89
963,CHEMBL2171670,COC(=O)c1[nH]cc(C(=O)NCc2ccc(F)cc2)c(=O)c1O,7.75
964,CHEMBL445821,O=C(O)C(O)C(O)(Cc1ccc(O)c(O)c1)C(=O)O,6.6
965,CHEMBL29660,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](C(=O)O)[C@H](OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O,6.52
966,CHEMBL2171671,O=C(O)c1[nH]cc(C(=O)NCc2ccc(F)cc2)c(=O)c1O,8.0
967,CHEMBL1917874,O=C(NCc1ccc(F)cc1)c1c(O)c2ncccc2n(C2CCCC2)c1=O,8.22
968,CHEMBL1914556,Cn1c(=O)c(C(=O)NCc2ccc(F)cc2)c(O)c2ncc(Cc3ccc(F)cc3)cc21,7.77
969,CHEMBL1914552,COc1cccc(CNC(=O)c2c(O)c3ncc(Cc4ccc(F)cc4)cc3[nH]c2=O)c1,8.0
970,CHEMBL1914550,O=C(NCc1ccc(F)cc1C(F)(F)F)c1c(O)c2ncc(Cc3ccccc3)cc2[nH]c1=O,7.5
971,CHEMBL1917876,O=C(NCc1ccc(F)cc1)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2[nH]c1=O,8.22
972,CHEMBL1917877,O=C(NCc1ccc(F)cc1Cl)c1c(O)c2ncc(Cc3ccccc3)cc2[nH]c1=O,7.46
973,CHEMBL1917873,CC(C)n1c(=O)c(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc21,9.0
974,CHEMBL1914553,COc1ccccc1CNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2[nH]c1=O,8.22
975,CHEMBL1917872,O=C(NCc1ccc(F)cc1)c1c(O)c2ncccc2[nH]c1=O,7.89
976,CHEMBL1914554,COc1ccc(CNC(=O)c2c(O)c3ncc(Cc4ccc(F)cc4)cc3[nH]c2=O)cc1OC,8.1
977,CHEMBL1917875,O=C(NCc1ccc(F)cc1)c1c(O)c2ncc(Cc3ccccc3)cc2[nH]c1=O,7.89
978,CHEMBL1914558,O=C(NCc1ccc(F)cc1)c1c(O)c2ncc(Cc3ccccc3)cc2n(CC2CC2)c1=O,7.47
979,CHEMBL1914551,COc1ccc(CNC(=O)c2c(O)c3ncc(Cc4ccc(F)cc4)cc3[nH]c2=O)cc1,8.15
980,CHEMBL1914555,CC(NC(=O)c1c(O)c2ncc(Cc3ccccc3)cc2[nH]c1=O)c1ccccc1,7.7
981,CHEMBL1914557,CCCn1c(=O)c(C(=O)NCc2ccc(F)cc2)c(O)c2ncc(Cc3ccccc3)cc21,7.75
982,CHEMBL382139,O=C(O)C(=O)/C=C(\O)c1nc2c(ncn2Cc2ccccc2)c(=O)n1Cc1ccccc1,5.57
983,CHEMBL206981,O=C(O)C(=O)/C=C(/O)c1nc2c(=O)n(Cc3ccccc3)cnc2n1Cc1ccccc1,5.39
984,CHEMBL378148,O=C(O)C(=O)/C=C(\O)c1ncnc2c1ncn2Cc1ccccc1,0.0
985,CHEMBL206980,O=C(O)C(=O)/C=C(/O)c1nc2cncnc2n1Cc1ccccc1,5.0
986,CHEMBL1738817,O=C(O)c1c(CN2C(=O)Cc3ccccc32)ccc2c1OCO2,0.0
987,CHEMBL3799805,O=C(O)/C=C/c1ccc2c(c1)CC(=O)N2Cc1ccc2c(c1C(=O)O)OCO2,5.3
988,CHEMBL1258167,O=c1c(O)c(-c2ncc(Cc3ccc(F)cc3)o2)nc2c(I)cc(N3CCOCC3)cn12,6.77
989,CHEMBL1222999,O=c1c(O)c(-c2ncc(Cc3ccc(F)cc3)s2)nc2c(Br)cc(N3CCOCC3)cn12,7.38
990,CHEMBL1258617,CN1CCN(c2cc(N3CCOCC3)cn3c(=O)c(O)c(-c4ncc(Cc5ccc(F)cc5)[nH]4)nc23)S1(=O)=O,7.16
991,CHEMBL1258727,O=C1CCCN1c1cc(N2CCOCC2)cn2c(=O)c(O)c(-c3ncc(Cc4ccc(F)cc4)[nH]3)nc12,7.33
992,CHEMBL1222997,O=c1c(O)c(-c2ncc(Cc3ccc(F)cc3)s2)nc2c(N3CCCS3(=O)=O)cc(N3CCOCC3)cn12,7.44
993,CHEMBL1258504,O=c1c(O)c(-c2ncc(Cc3ccc(F)cc3)[nH]2)nc2c(N3CCCS3(=O)=O)cc(N3CCOCC3)cn12,7.02
994,CHEMBL1258726,O=C1OCCN1c1cc(N2CCOCC2)cn2c(=O)c(O)c(-c3ncc(Cc4ccc(F)cc4)[nH]3)nc12,7.46
995,CHEMBL267578,O=C(NCCCNC(=O)c1ccc2cc(O)c(O)cc2c1)c1ccc2cc(O)c(O)cc2c1,6.09
996,CHEMBL18635,O=C(NCCCNC(=O)c1ccc2c(O)c(O)ccc2c1)c1ccc2c(O)c(O)ccc2c1,6.96
997,CHEMBL1909979,COc1ccc(CCN2C(=O)C(O)=C(C(=O)c3ccccn3)C2c2cccc(Cl)c2)cc1,4.4
998,CHEMBL1909981,O=C(C1=C(O)C(=O)N(c2ccccc2)C1c1ccc([N+](=O)[O-])cc1)c1ccccc1,4.36
999,CHEMBL1909980,COc1ccc(CCN2C(=O)C(O)=C(C(=O)c3ccccc3)C2c2ccccc2)cc1,4.35
1000,CHEMBL1909977,COc1ccc(CCN2C(=O)C(O)=C(C(=O)c3ccccc3)C2c2ccc(O)cc2)cc1,4.0
1001,CHEMBL2042382,O=C(O)/C(O)=C/C(=O)c1cc(Cc2ccccc2)cn(Cc2ccccc2)c1=O,7.16
1002,CHEMBL2042548,O=C(O)/C(O)=C/C(=O)c1cc(Cc2ccc(F)cc2F)cn(Cc2ccc(F)cc2F)c1=O,8.26
1003,CHEMBL2043144,O=C(O)/C(O)=C/C(=O)c1cc(Cc2ccc(F)cc2F)cn(Cc2ccccc2F)c1=O,8.22
1004,CHEMBL1813127,CCOC(=O)CC(=O)Nc1ccc2cccc(O)c2n1,4.38
1005,CHEMBL36640,COc1cc(/C=C/c2ccc3ccc(C(=O)O)c(O)c3n2)cc(O)c1O,6.16
1006,CHEMBL1813126,CCOC(=O)CC(=O)Nc1ccc(C(=O)O)cc1,5.7
1007,CHEMBL1813134,CCOC(=O)CC(=O)NS(=O)(=O)c1ccc(C)cc1,0.0
1008,CHEMBL1456957,CCOC(=O)CC(=O)Nc1ccc(C)cc1,4.3
1009,CHEMBL552100,COc1c2c(c(O)c3c1C(=O)c1c(cc(O)c(C)c1O)C3=O)-c1c(cc3cn[nH]c(=O)c3c1O)CC2,5.39
1010,CHEMBL245719,CNC(=O)c1cc(F)ccc1CNC(=O)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O,8.0
1011,CHEMBL246535,O=C(NCc1ccccc1)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O,8.0
1012,CHEMBL246774,CNC(=O)c1cc(F)ccc1CNC(=O)c1ncc2cccnc2c1O,7.29
1013,CHEMBL246744,CNC(=O)Cc1ccccc1CNC(=O)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O,8.15
1014,CHEMBL394251,CN(C)C(=O)Cc1ccccc1CNC(=O)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O,7.85
1015,CHEMBL237726,O=C1c2c(O)c(O)cc(=O)n2CCN1Cc1cccc(Cl)c1,7.4
1016,CHEMBL261106,Cn1c(C(C)(C)C)nc(C(=O)NCc2ccc(F)cc2C(=O)N2CCCC2)c(O)c1=O,6.64
1017,CHEMBL492727,CNc1cccn2c(=O)c(O)c(C(=O)NCc3ccc(F)cc3)nc12,6.89
1018,CHEMBL260082,CC(C)NC(=O)c1cc(F)ccc1CNC(=O)c1nc(C(C)(C)C)n(C)c(=O)c1O,7.05
1019,CHEMBL259336,CC(C)(C)c1nc(O)c(O)c(C(=O)NCc2ccc(F)cc2S(C)(=O)=O)n1,7.22
1020,CHEMBL259125,CCOc1ccccc1CNC(=O)c1nc(C(C)(C)C)n(C)c(=O)c1O,7.7
1021,CHEMBL510093,Cn1c(C(C)(C)NC(=O)C(=O)N2CCOCC2)nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O,7.7
1022,CHEMBL505332,CN(C)C(=O)NC(C)(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,7.75
1023,CHEMBL461405,CN(C)C(=O)C(=O)NC(C)(C)c1nc(C(=O)NCc2ccc(F)c(Cl)c2)c(O)c(=O)n1C,8.05
1024,CHEMBL495332,COC(=O)C(=O)NC(C)(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,7.82
1025,CHEMBL461652,COc1cccc(CNC(=O)c2nc(C(C)(C)NC(=O)C(=O)N(C)C)n(C)c(=O)c2O)c1OC,7.68
1026,CHEMBL522374,Cn1c(C(C)(C)NC(=O)C(=O)O)nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O,8.4
1027,CHEMBL237083,O=C1c2c(O)c(O)cc(=O)n2CCN1Cc1ccccc1,6.64
1028,CHEMBL523678,Cc1cccn2c(=O)c(O)c(C(=O)NCc3ccc(F)cc3)nc12,8.05
1029,CHEMBL541369,COc1c2c(c(O)c3c1C(=O)c1c(cc(O)c(C)c1O)C3=O)-c1c(cc3cnn(-c4ccccc4)c(=O)c3c1O)CC2,6.39
1030,CHEMBL538450,COc1c2c(c(O)c3c1C(=O)c1c(cc(O)c(C)c1O)C3=O)-c1c(cc3c(c1O)C(=O)N1c4ccccc4CNC31)CC2,0.0
1031,CHEMBL550839,COc1c2c(c(O)c3c1C(=O)c1c(cc(O)c(C)c1O)C3=O)-c1c(cc3c(c1O)C(=O)N(N(C)C)C3O)CC2,5.11
1032,CHEMBL554975,COc1c2c(c(O)c3c1C(=O)c1c(cc(O)c(C)c1O)C3=O)-c1c(cc3c(c1O)C(=O)N1C(C(=O)O)CSC31)CC2,4.7
1033,CHEMBL561566,CO/N=C/c1cc2c(c(O)c1C(=O)O)-c1c(O)c3c(c(OC)c1CC2)C(=O)c1c(cc(O)c(C)c1O)C3=O,4.9
1034,CHEMBL557286,CCCn1ncc2cc3c(c(O)c2c1=O)-c1c(O)c2c(c(OC)c1CC3)C(=O)c1c(cc(O)c(C)c1O)C2=O,5.2
1035,CHEMBL549679,COc1c2c(c(O)c3c1C(=O)c1c(cc(O)c(C)c1O)C3=O)-c1c(cc3c(c1O)C(=O)N1CCCNC31)CC2,4.25
1036,CHEMBL245717,CN(C)C(=O)c1cc(F)ccc1CNC(=O)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O,6.96
1037,CHEMBL245519,NS(=O)(=O)c1cc(F)ccc1CNC(=O)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O,8.0
1038,CHEMBL247570,CN(C)S(=O)(=O)c1cc(F)ccc1CNC(=O)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O,7.52
1039,CHEMBL493291,CN(C)C(C)(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,6.64
1040,CHEMBL259780,CC(C)(C)c1nc(O)c(O)c(C(=O)NCc2ccc(F)cc2)n1,8.0
1041,CHEMBL461406,Cn1c(C(C)(C)NC(=O)c2ccccn2)nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O,7.7
1042,CHEMBL437940,CNS(=O)(=O)c1cc(F)ccc1CNC(=O)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O,7.35
1043,CHEMBL460977,Cn1c(C(C)(C)NC(=O)c2cscn2)nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O,8.1
1044,CHEMBL518491,Cn1c(C(C)(C)NC(=O)c2ncccn2)nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O,8.15
1045,CHEMBL460770,Cn1c(C(C)(C)NC(=O)c2cccnn2)nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O,7.82
1046,CHEMBL492682,CN1CCN(C(=O)C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)CC1,7.58
1047,CHEMBL495331,CN(C)C(=O)C(=O)NC(C)(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,8.0
1048,CHEMBL493295,CN(C)S(=O)(=O)NC(C)(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,7.92
1049,CHEMBL494944,CCCN(C(=O)C(=O)N(C)C)c1cccn2c(=O)c(O)c(C(=O)NCc3ccc(F)cc3)nc12,7.75
1050,CHEMBL237727,O=C1c2c(O)c(O)cc(=O)n2CCN1Cc1ccc(F)c(Cl)c1,7.4
1051,CHEMBL408938,CCNC(=O)c1cc(F)ccc1CNC(=O)c1nc(C(C)(C)C)n(C)c(=O)c1O,7.16
1052,CHEMBL492538,CCN(CC)C(=O)C(=O)N(CC)c1cccn2c(=O)c(O)c(C(=O)NCc3ccc(F)cc3)nc12,7.72
1053,CHEMBL492464,Cn1c(C(C)(C)N2CCOCC2)nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O,8.52
1054,CHEMBL524164,Cn1c(C(C)(C)NS(C)(=O)=O)nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O,8.1
1055,CHEMBL492465,CN(C)C1(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)CCOCC1,8.7
1056,CHEMBL491149,Oc1c(-c2nnc(CCc3ccccc3)[nH]2)ncc2cccnc12,5.62
1057,CHEMBL522534,CCN(C(=O)C(=O)N(C)C)c1cccn2c(=O)c(O)c(C(=O)NCc3ccc(F)cc3)nc12,7.44
1058,CHEMBL522630,Oc1c(-c2nnc(Cc3ccc(F)cc3)[nH]2)ncc2cccnc12,6.89
1059,CHEMBL492930,O=C(Nc1cccn2c(=O)c(O)c(C(=O)NCc3ccc(F)cc3)nc12)c1ccccc1,7.75
